Longitude,Latitude,Pixel,Scan
20.0843593,-5.83567009,2900,1600
20.0484925,-5.83579846,3000,1600
20.012628,-5.83593777,3100,1600
19.9767652,-5.83608802,3200,1600
19.9409038,-5.83624921,3300,1600
19.9050434,-5.83642134,3400,1600
19.8691836,-5.83660441,3500,1600
19.833324,-5.83679843,3600,1600
19.7974642,-5.83700339,3700,1600
19.7616037,-5.8372193,3800,1600
19.7257421,-5.83744616,3900,1600
19.6902378,-5.83768155,3999,1600
21.1270742,-5.82138932,0,1700
21.0909657,-5.82119818,100,1700
21.0548713,-5.82101821,200,1700
21.0187906,-5.8208494,300,1700
20.9827233,-5.82069173,400,1700
20.9466688,-5.82054519,500,1700
20.9106268,-5.82040977,600,1700
20.8745969,-5.82028545,700,1700
20.8385785,-5.82017222,800,1700
20.8025714,-5.82007006,900,1700
20.7665751,-5.81997898,1000,1700
20.7305892,-5.81989895,1100,1700
20.6946132,-5.81982997,1200,1700
20.6586468,-5.81977202,1300,1700
20.6226896,-5.8197251,1400,1700
20.586741,-5.8196892,1500,1700
20.5508008,-5.8196643,1600,1700
20.5148685,-5.81965042,1700,1700
20.4789437,-5.81964752,1800,1700
20.443026,-5.81965562,1900,1700
20.407115,-5.81967469,2000,1700
20.3712102,-5.81970474,2100,1700
20.3353113,-5.81974577,2200,1700
20.2994178,-5.81979776,2300,1700
20.2635294,-5.81986071,2400,1700
20.2276456,-5.81993462,2500,1700
20.1917661,-5.82001949,2600,1700
20.1558904,-5.82011531,2700,1700
20.1200181,-5.82022208,2800,1700
20.0841488,-5.8203398,2900,1700
20.0482821,-5.82046846,3000,1700
20.0124176,-5.82060807,3100,1700
19.9765549,-5.82075863,3200,1700
19.9406936,-5.82092014,3300,1700
19.9048333,-5.82109259,3400,1700
19.8689735,-5.82127599,3500,1700
19.8331139,-5.82147034,3600,1700
19.7972541,-5.82167564,3700,1700
19.7613937,-5.8218919,3800,1700
19.7255321,-5.82211911,3900,1700
19.6900278,-5.82235485,3999,1700
21.1268656,-5.8060467,0,1800
21.0907572,-5.80585567,100,1800
21.054663,-5.80567582,200,1800
21.0185825,-5.80550713,300,1800
20.9825154,-5.80534959,400,1800
20.9464611,-5.80520318,500,1800
20.9104193,-5.8050679,600,1800
20.8743895,-5.80494372,700,1800
20.8383713,-5.80483065,800,1800
20.8023644,-5.80472865,900,1800
20.7663682,-5.80463773,1000,1800
20.7303825,-5.80455788,1100,1800
20.6944067,-5.80448907,1200,1800
20.6584404,-5.80443131,1300,1800
20.6224833,-5.80438458,1400,1800
20.5865349,-5.80434888,1500,1800
20.5505948,-5.80432419,1600,1800
20.5146627,-5.80431051,1700,1800
20.478738,-5.80430784,1800,1800
20.4428204,-5.80431616,1900,1800
20.4069095,-5.80433547,2000,1800
20.3710048,-5.80436576,2100,1800
20.335106,-5.80440702,2200,1800
20.2992127,-5.80445926,2300,1800
20.2633244,-5.80452247,2400,1800
20.2274407,-5.80459665,2500,1800
