Longitude,Latitude,Pixel,Scan
20.2898637,4.13673551,2000,26900
20.2551137,4.1362844,2100,26900
20.2203673,4.13584224,2200,26900
20.1856242,4.13540901,2300,26900
20.1508841,4.13498471,2400,26900
20.1161466,4.13456934,2500,26900
20.0814112,4.13416289,2600,26900
20.0466777,4.13376534,2700,26900
20.0119456,4.13337671,2800,26900
19.9772147,4.13299697,2900,26900
19.9424844,4.13262613,3000,26900
19.9077546,4.13226419,3100,26900
19.8730248,4.13191113,3200,26900
19.8382946,4.13156696,3300,26900
19.8035637,4.13123167,3400,26900
19.7688317,4.13090526,3500,26900
19.7340982,4.13058773,3600,26900
19.6993629,4.13027907,3700,26900
19.6646254,4.12997929,3800,26900
19.6298854,4.12968837,3900,26900
19.5954899,4.12940911,3999,26900
20.9860105,4.16311226,0,27000
20.9511082,4.16248033,100,27000
20.9162169,4.16185757,200,27000
20.8813363,4.16124395,300,27000
20.846466,4.16063947,400,27000
20.8116057,4.16004411,500,27000
20.776755,4.15945786,600,27000
20.7419134,4.1588807,700,27000
20.7070807,4.15831262,800,27000
20.6722565,4.15775361,900,27000
20.6374403,4.15720366,1000,27000
20.6026319,4.15666274,1100,27000
20.5678308,4.15613087,1200,27000
20.5330366,4.15560801,1300,27000
20.4982491,4.15509416,1400,27000
20.4634678,4.15458932,1500,27000
20.4286924,4.15409346,1600,27000
20.3939225,4.15360658,1700,27000
20.3591577,4.15312868,1800,27000
20.3243976,4.15265974,1900,27000
20.289642,4.15219976,2000,27000
20.2548904,4.15174872,2100,27000
20.2201424,4.15130662,2200,27000
20.1853978,4.15087345,2300,27000
20.150656,4.15044921,2400,27000
20.1159169,4.15003389,2500,27000
20.0811799,4.14962748,2600,27000
20.0464448,4.14922997,2700,27000
20.0117111,4.14884137,2800,27000
19.9769785,4.14846166,2900,27000
19.9422467,4.14809085,3000,27000
19.9075152,4.14772892,3100,27000
19.8727838,4.14737588,3200,27000
19.838052,4.14703171,3300,27000
19.8033194,4.14669642,3400,27000
19.7685858,4.14637001,3500,27000
19.7338507,4.14605247,3600,27000
19.6991137,4.1457438,3700,27000
19.6643746,4.145444,3800,27000
19.6296329,4.14515306,3900,27000
19.5952358,4.14487377,3999,27000
20.9858247,4.17856966,0,27100
20.9509208,4.177938,100,27100
20.916028,4.17731551,200,27100
20.8811459,4.17670216,300,27100
20.8462741,4.17609794,400,27100
20.8114122,4.17550283,500,27100
20.77656,4.17491683,600,27100
20.7417169,4.17433991,700,27100
20.7068826,4.17377207,800,27100
20.6720568,4.17321329,900,27100
20.6372391,4.17266356,1000,27100
20.6024291,4.17212287,1100,27100
20.5676265,4.17159121,1200,27100
20.5328308,4.17106856,1300,27100
20.4980417,4.17055492,1400,27100
20.4632588,4.17005027,1500,27100
20.4284818,4.16955461,1600,27100
20.3937103,4.16906793,1700,27100
20.3589439,4.16859021,1800,27100
20.3241823,4.16812145,1900,27100
20.2894251,4.16766164,2000,27100
20.2546719,4.16721077,2100,27100
20.2199224,4.16676883,2200,27100
20.1851761,4.16633582,2300,27100
20.1504328,4.16591173,2400,27100
20.115692,4.16549656,2500,27100
20.0809534,4.16509029,2600,27100
20.0462167,4.16469292,2700,27100
20.0114814,4.16430445,2800,27100
19.9767472,4.16392487,2900,27100
19.9420138,4.16355418,3000,27100
19.9072807,4.16319237,3100,27100
19.8725476,4.16283943,3200,27100
19.8378141,4.16249537,3300,27100
19.80308,4.16216019,3400,27100
19.7683447,4.16183387,3500,27100
19.7336079,4.16151642,3600,27100
19.6988693,4.16120783,3700,27100
19.6641286,4.16090811,3800,27100
19.6293852,4.16061725,3900,27100
19.5949865,4.16033802,3999,27100
20.9856315,4.19403874,0,27200
20.9507261,4.1934073,100,27200
20.9158317,4.19278501,200,27200
20.8809481,4.19217186,300,27200
20.8460747,4.19156783,400,27200
20.8112113,4.19097291,500,27200
20.7763575,4.19038709,600,27200
20.7415128,4.18981035,700,27200
20.706677,4.18924268,800,27200
20.6718496,4.18868407,900,27200
20.6370303,4.18813451,1000,27200
20.6022188,4.18759397,1100,27200
20.5674145,4.18706246,1200,27200
20.5326172,4.18653996,1300,27200
20.4978266,4.18602646,1400,27200
20.4630421,4.18552195,1500,27200
20.4282635,4.18502642,1600,27200
20.3934904,4.18453986,1700,27200
20.3587224,4.18406226,1800,27200
20.3239592,4.18359362,1900,27200
20.2892004,4.18313392,2000,27200
20.2544456,4.18268315,2100,27200
20.2196944,4.18224132,2200,27200
20.1849465,4.1818084,2300,27200
20.1502016,4.1813844,2400,27200
20.1154592,4.18096931,2500,27200
20.080719,4.18056312,2600,27200
20.0459806,4.18016582,2700,27200
20.0112437,4.17977742,2800,27200
19.9765079,4.1793979,2900,27200
19.9417728,4.17902727,3000,27200
19.907038,4.17866551,3100,27200
19.8723033,4.17831262,3200,27200
19.8375682,4.17796861,3300,27200
19.8028323,4.17763346,3400,27200
19.7680954,4.17730717,3500,27200
19.7333569,4.17698975,3600,27200
19.6986167,4.17668118,3700,27200
19.6638742,4.17638148,3800,27200
19.6291292,4.17609063,3900,27200
19.5947288,4.17581141,3999,27200
20.9854367,4.20950315,0,27300
20.9505297,4.20887193,100,27300
20.9156338,4.20824986,200,27300
20.8807486,4.20763692,300,27300
20.8458737,4.2070331,400,27300
20.8110087,4.20643839,500,27300
20.7761533,4.20585277,600,27300
20.7413071,4.20527622,700,27300
20.7064697,4.20470874,800,27300
20.6716408,4.20415031,900,27300
20.63682,4.20360092,1000,27300
20.6020068,4.20306056,1100,27300
20.567201,4.20252922,1200,27300
20.5324021,4.20200688,1300,27300
20.4976099,4.20149354,1400,27300
20.4628238,4.20098918,1500,27300
20.4280437,4.20049379,1600,27300
20.393269,4.20000737,1700,27300
20.3584994,4.19952991,1800,27300
20.3237346,4.19906139,1900,27300
20.2889741,4.19860182,2000,27300
20.2542177,4.19815117,2100,27300
20.2194649,4.19770945,2200,27300
20.1847155,4.19727664,2300,27300
20.1499689,4.19685275,2400,27300
20.1152249,4.19643775,2500,27300
20.080483,4.19603166,2600,27300
20.045743,4.19563445,2700,27300
20.0110045,4.19524613,2800,27300
19.976267,4.19486669,2900,27300
19.9415303,4.19449613,3000,27300
19.9067939,4.19413444,3100,27300
19.8720575,4.19378161,3200,27300
19.8373207,4.19343766,3300,27300
19.8025832,4.19310256,3400,27300
19.7678446,4.19277632,3500,27300
19.7331045,4.19245894,3600,27300
19.6983626,4.19215041,3700,27300
19.6636185,4.19185073,3800,27300
19.6288718,4.19155991,3900,27300
19.5944697,4.19128071,3999,27300
20.9852645,4.22496592,0,27400
20.950356,4.224335,100,27400
20.9154586,4.22371323,200,27400
20.8805718,4.22310059,300,27400
20.8456953,4.22249706,400,27400
20.8108288,4.22190263,500,27400
20.7759718,4.22131728,600,27400
20.7411241,4.22074101,700,27400
20.7062851,4.2201738,800,27400
20.6714546,4.21961563,900,27400
20.6366322,4.2190665,1000,27400
20.6018174,4.21852639,1100,27400
20.56701,4.21799529,1200,27400
20.5322096,4.21747319,1300,27400
20.4974157,4.21696008,1400,27400
20.4626281,4.21645595,1500,27400
20.4278463,4.21596079,1600,27400
20.39307,4.21547459,1700,27400
20.3582988,4.21499734,1800,27400
20.3235324,4.21452904,1900,27400
20.2887704,4.21406966,2000,27400
20.2540123,4.21361922,2100,27400
20.219258,4.21317769,2200,27400
20.1845069,4.21274507,2300,27400
20.1497587,4.21232135,2400,27400
20.115013,4.21190654,2500,27400
20.0802696,4.21150061,2600,27400
20.0455279,4.21110357,2700,27400
20.0107878,4.21071542,2800,27400
19.9760487,4.21033613,2900,27400
19.9413103,4.20996572,3000,27400
19.9065722,4.20960418,3100,27400
19.8718342,4.2092515,3200,27400
19.8370958,4.20890767,3300,27400
19.8023566,4.20857271,3400,27400
19.7676164,4.20824659,3500,27400
19.7328746,4.20792933,3600,27400
19.698131,4.20762092,3700,27400
19.6633852,4.20732135,3800,27400
19.6286369,4.20703064,3900,27400
19.5942331,4.20675154,3999,27400
20.9850681,4.24042693,0,27500
20.9501581,4.23979618,100,27500
20.9152591,4.23917457,200,27500
20.8803707,4.23856209,300,27500
20.8454927,4.2379587,400,27500
20.8106247,4.23736442,500,27500
20.7757662,4.23677921,600,27500
20.7409168,4.23620307,700,27500
20.7060763,4.23563599,800,27500
20.6712442,4.23507794,900,27500
20.6364202,4.23452893,1000,27500
20.6016039,4.23398893,1100,27500
20.566795,4.23345794,1200,27500
20.5319929,4.23293594,1300,27500
20.4971975,4.23242292,1400,27500
20.4624083,4.23191889,1500,27500
20.4276249,4.23142381,1600,27500
20.3928471,4.23093769,1700,27500
20.3580743,4.23046052,1800,27500
20.3233063,4.22999228,1900,27500
20.2885426,4.22953297,2000,27500
20.253783,4.22908258,2100,27500
20.219027,4.22864111,2200,27500
20.1842743,4.22820854,2300,27500
20.1495245,4.22778487,2400,27500
20.1147773,4.22737009,2500,27500
20.0800322,4.2269642,2600,27500
20.0452889,4.22656719,2700,27500
20.0105471,4.22617905,2800,27500
19.9758064,4.22579979,2900,27500
19.9410664,4.22542939,3000,27500
19.9063267,4.22506785,3100,27500
19.871587,4.22471517,3200,27500
19.836847,4.22437134,3300,27500
19.8021061,4.22403637,3400,27500
19.7673642,4.22371024,3500,27500
19.7326208,4.22339296,3600,27500
19.6978756,4.22308452,3700,27500
19.6631281,4.22278493,3800,27500
19.6283781,4.22249417,3900,27500
19.5939726,4.22221504,3999,27500
20.9848726,4.25588438,0,27600
20.949961,4.25525384,100,27600
20.9150605,4.25463244,200,27600
20.8801706,4.25402016,300,27600
20.8452911,4.25341697,400,27600
20.8104215,4.25282288,500,27600
20.7755614,4.25223786,600,27600
20.7407106,4.2516619,700,27600
20.7058685,4.25109499,800,27600
20.6710349,4.25053712,900,27600
20.6362093,4.24998827,1000,27600
20.6013914,4.24944843,1100,27600
20.5665809,4.24891759,1200,27600
20.5317773,4.24839575,1300,27600
20.4969803,4.24788288,1400,27600
20.4621895,4.24737898,1500,27600
20.4274046,4.24688404,1600,27600
20.3926251,4.24639805,1700,27600
20.3578508,4.24592099,1800,27600
20.3230812,4.24545287,1900,27600
20.2883159,4.24499368,2000,27600
20.2535547,4.2445434,2100,27600
20.2187971,4.24410202,2200,27600
20.1840428,4.24366955,2300,27600
20.1492914,4.24324597,2400,27600
20.1145425,4.24283128,2500,27600
20.0797958,4.24242547,2600,27600
20.0450509,4.24202854,2700,27600
20.0103075,4.24164047,2800,27600
19.9755651,4.24126127,2900,27600
19.9408235,4.24089093,3000,27600
19.9060822,4.24052945,3100,27600
19.8713409,4.24017682,3200,27600
19.8365991,4.23983304,3300,27600
19.8018567,4.2394981,3400,27600
19.7671131,4.23917201,3500,27600
19.7323681,4.23885476,3600,27600
19.6976211,4.23854634,3700,27600
19.662872,4.23824677,3800,27600
19.6281203,4.23795603,3900,27600
19.5937132,4.2376769,3999,27600
20.9846823,4.27134775,0,27700
20.9497691,4.27071745,100,27700
20.914867,4.27009627,200,27700
20.8799756,4.2694842,300,27700
20.8450945,4.26888123,400,27700
20.8102234,4.26828734,500,27700
20.7753617,4.26770253,600,27700
20.7405093,4.26712676,700,27700
20.7056656,4.26656004,800,27700
20.6708304,4.26600236,900,27700
20.6360033,4.26545369,1000,27700
20.6011839,4.26491402,1100,27700
20.5663717,4.26438336,1200,27700
20.5315666,4.26386167,1300,27700
20.496768,4.26334896,1400,27700
20.4619756,4.26284522,1500,27700
20.427189,4.26235043,1600,27700
20.392408,4.26186458,1700,27700
20.357632,4.26138767,1800,27700
20.3228608,4.26091968,1900,27700
20.288094,4.26046061,2000,27700
20.2533311,4.26001045,2100,27700
20.2185719,4.2595692,2200,27700
20.183816,4.25913683,2300,27700
20.1490629,4.25871336,2400,27700
20.1143124,4.25829877,2500,27700
20.0795641,4.25789306,2600,27700
20.0448176,4.25749621,2700,27700
20.0100725,4.25710824,2800,27700
19.9753285,4.25672912,2900,27700
19.9405852,4.25635885,3000,27700
19.9058422,4.25599744,3100,27700
19.8710993,4.25564487,3200,27700
19.8363559,4.25530115,3300,27700
19.8016118,4.25496627,3400,27700
19.7668665,4.25464023,3500,27700
19.7321198,4.25432302,3600,27700
19.6973712,4.25401465,3700,27700
19.6626204,4.25371511,3800,27700
19.627867,4.2534244,3900,27700
19.5934582,4.25314529,3999,27700
20.9844921,4.28681431,0,27800
20.9495774,4.28618414,100,27800
20.9146737,4.28556309,200,27800
20.8797807,4.28495115,300,27800
20.8448981,4.2843483,400,27800
20.8100253,4.28375452,500,27800
20.7751621,4.28316981,600,27800
20.7403081,4.28259416,700,27800
20.7054629,4.28202753,800,27800
20.6706261,4.28146994,900,27800
20.6357974,4.28092136,1000,27800
20.6009763,4.28038178,1100,27800
20.5661626,4.27985119,1200,27800
20.5313558,4.27932958,1300,27800
20.4965556,4.27881693,1400,27800
20.4617617,4.27831325,1500,27800
20.4269735,4.27781851,1600,27800
20.3921908,4.27733272,1700,27800
20.3574133,4.27685585,1800,27800
20.3226404,4.2763879,1900,27800
20.287872,4.27592887,2000,27800
20.2531075,4.27547874,2100,27800
20.2183467,4.27503751,2200,27800
20.1835891,4.27460517,2300,27800
20.1488344,4.27418171,2400,27800
20.1140823,4.27376713,2500,27800
20.0793323,4.27336142,2600,27800
20.0445842,4.27296457,2700,27800
20.0098375,4.27257659,2800,27800
19.9750918,4.27219746,2900,27800
19.9403469,4.27182718,3000,27800
19.9056022,4.27146574,3100,27800
19.8708576,4.27111315,3200,27800
19.8361126,4.2707694,3300,27800
19.8013668,4.27043448,3400,27800
19.7666199,4.27010839,3500,27800
19.7318715,4.26979114,3600,27800
19.6971212,4.26948271,3700,27800
19.6623687,4.26918311,3800,27800
19.6276136,4.26889234,3900,27800
19.5932032,4.26861316,3999,27800
20.9843049,4.30226866,0,27900
20.9493887,4.30163877,100,27900
20.9144835,4.30101799,200,27900
20.879589,4.30040632,300,27900
20.8447047,4.29980374,400,27900
20.8098304,4.29921023,500,27900
20.7749657,4.29862577,600,27900
20.7401101,4.29805036,700,27900
20.7052633,4.29748399,800,27900
20.670425,4.29692663,900,27900
20.6355947,4.29637828,1000,27900
20.6007721,4.29583893,1100,27900
20.5659568,4.29530857,1200,27900
20.5311484,4.29478717,1300,27900
20.4963467,4.29427474,1400,27900
20.4615511,4.29377126,1500,27900
20.4267614,4.29327673,1600,27900
20.3919771,4.29279113,1700,27900
20.3571979,4.29231445,1800,27900
20.3224235,4.29184669,1900,27900
20.2876534,4.29138784,2000,27900
20.2528874,4.29093789,2100,27900
20.2181249,4.29049683,2200,27900
20.1833658,4.29006465,2300,27900
20.1486095,4.28964135,2400,27900
20.1138557,4.28922693,2500,27900
20.0791041,4.28882137,2600,27900
20.0443543,4.28842466,2700,27900
20.009606,4.28803682,2800,27900
19.9748587,4.28765782,2900,27900
19.9401121,4.28728767,3000,27900
19.9053659,4.28692636,3100,27900
19.8706196,4.28657388,3200,27900
19.8358729,4.28623024,3300,27900
19.8011255,4.28589543,3400,27900
19.7663769,4.28556945,3500,27900
19.7316268,4.28525229,3600,27900
19.6968749,4.28494395,3700,27900
19.6621207,4.28464444,3800,27900
19.627364,4.28435375,3900,27900
19.5929519,4.28407465,3999,27900
20.9841093,4.31773375,0,28000
20.9491915,4.31710402,100,28000
20.9142848,4.31648341,200,28000
20.8793887,4.31587189,300,28000
20.8445029,4.31526946,400,28000
20.809627,4.31467609,500,28000
20.7747607,4.31409177,600,28000
20.7399035,4.3135165,700,28000
20.7050552,4.31295025,800,28000
20.6702152,4.31239301,900,28000
20.6353834,4.31184478,1000,28000
20.6005592,4.31130554,1100,28000
20.5657423,4.31077528,1200,28000
20.5309323,4.31025399,1300,28000
20.496129,4.30974165,1400,28000
20.4613318,4.30923827,1500,28000
20.4265405,4.30874382,1600,28000
20.3917546,4.3082583,1700,28000
20.3569738,4.3077817,1800,28000
20.3221978,4.307314,1900,28000
20.2874261,4.30685522,2000,28000
20.2526584,4.30640532,2100,28000
20.2178943,4.30596431,2200,28000
20.1831335,4.30553219,2300,28000
20.1483756,4.30510893,2400,28000
20.1136202,4.30469454,2500,28000
20.078867,4.30428902,2600,28000
20.0441155,4.30389234,2700,28000
20.0093655,4.30350452,2800,28000
19.9746166,4.30312554,2900,28000
19.9398683,4.3027554,3000,28000
19.9051204,4.30239409,3100,28000
19.8703725,4.30204162,3200,28000
19.8356241,4.30169797,3300,28000
19.800875,4.30136315,3400,28000
19.7661247,4.30103716,3500,28000
19.731373,4.30071998,3600,28000
19.6966194,4.30041162,3700,28000
19.6618635,4.30011208,3800,28000
19.6271051,4.29982135,3900,28000
19.5926913,4.29954221,3999,28000
20.9839238,4.33319561,0,28100
20.9490044,4.3325661,100,28100
20.9140961,4.33194569,200,28100
20.8791984,4.33133437,300,28100
20.844311,4.33073212,400,28100
20.8094336,4.33013894,500,28100
20.7745657,4.32955481,600,28100
20.739707,4.32897971,700,28100
20.704857,4.32841363,800,28100
20.6700155,4.32785656,900,28100
20.635182,4.32730849,1000,28100
20.6003562,4.3267694,1100,28100
20.5655377,4.32623929,1200,28100
20.5307262,4.32571814,1300,28100
20.4959212,4.32520595,1400,28100
20.4611225,4.32470269,1500,28100
20.4263295,4.32420837,1600,28100
20.391542,4.32372297,1700,28100
20.3567596,4.32324649,1800,28100
20.321982,4.32277891,1900,28100
20.2872087,4.32232023,2000,28100
20.2524393,4.32187044,2100,28100
20.2176736,4.32142953,2200,28100
20.1829112,4.32099749,2300,28100
20.1481517,4.32057432,2400,28100
20.1133946,4.32016002,2500,28100
20.0786398,4.31975456,2600,28100
20.0438867,4.31935796,2700,28100
20.009135,4.3189702,2800,28100
19.9743844,4.31859128,2900,28100
19.9396345,4.3182212,3000,28100
19.904885,4.31785994,3100,28100
19.8701354,4.31750752,3200,28100
19.8353853,4.31716391,3300,28100
19.8006345,4.31682913,3400,28100
19.7658826,4.31650316,3500,28100
19.7311292,4.316186,3600,28100
19.6963739,4.31587766,3700,28100
19.6616164,4.31557813,3800,28100
19.6268563,4.31528742,3900,28100
19.5924408,4.31500828,3999,28100
20.9837258,4.34865537,0,28200
20.9488049,4.34802604,100,28200
20.913895,4.34740581,200,28200
20.8789958,4.34679466,300,28200
20.8441069,4.34619259,400,28200
20.8092279,4.34559957,500,28200
20.7743584,4.34501559,600,28200
20.7394981,4.34444064,700,28200
20.7046466,4.34387471,800,28200
20.6698035,4.34331778,900,28200
20.6349684,4.34276985,1000,28200
20.6001411,4.34223089,1100,28200
20.565321,4.3417009,1200,28200
20.5305079,4.34117987,1300,28200
20.4957013,4.34066779,1400,28200
20.4609009,4.34016465,1500,28200
20.4261064,4.33967043,1600,28200
20.3913173,4.33918513,1700,28200
20.3565333,4.33870874,1800,28200
20.321754,4.33824125,1900,28200
20.2869791,4.33778265,2000,28200
20.2522081,4.33733294,2100,28200
20.2174408,4.3368921,2200,28200
20.1826767,4.33646013,2300,28200
20.1479156,4.33603702,2400,28200
20.1131569,4.33562277,2500,28200
20.0784004,4.33521737,2600,28200
20.0436457,4.33482081,2700,28200
20.0088924,4.33443309,2800,28200
19.9741401,4.33405421,2900,28200
19.9393886,4.33368416,3000,28200
19.9046374,4.33332293,3100,28200
19.8698861,4.33297052,3200,28200
19.8351344,4.33262693,3300,28200
19.8003819,4.33229215,3400,28200
19.7656283,4.33196619,3500,28200
19.7308732,4.33164903,3600,28200
19.6961163,4.33134069,3700,28200
19.661357,4.33104115,3800,28200
19.6265952,4.33075041,3900,28200
19.5921781,4.33047125,3999,28200
20.9835372,4.36411393,0,28300
20.9486147,4.36348481,100,28300
20.9137033,4.36286479,200,28300
20.8788025,4.36225384,300,28300
20.843912,4.36165196,400,28300
20.8090314,4.36105914,500,28300
20.7741604,4.36047535,600,28300
20.7392985,4.35990058,700,28300
20.7044454,4.35933483,800,28300
20.6696007,4.35877807,900,28300
20.6347641,4.3582303,1000,28300
20.5999351,4.3576915,1100,28300
20.5651135,4.35716167,1200,28300
20.5302987,4.35664079,1300,28300
20.4954906,4.35612886,1400,28300
20.4606886,4.35562585,1500,28300
20.4258924,4.35513177,1600,28300
20.3911017,4.3546466,1700,28300
20.3563161,4.35417033,1800,28300
20.3215352,4.35370296,1900,28300
20.2867587,4.35324447,2000,28300
20.2519861,4.35279487,2100,28300
20.2172172,4.35235413,2200,28300
20.1824515,4.35192226,2300,28300
20.1476887,4.35149924,2400,28300
20.1129284,4.35108508,2500,28300
20.0781702,4.35067976,2600,28300
20.0434139,4.35028328,2700,28300
20.0086589,4.34989563,2800,28300
19.973905,4.34951682,2900,28300
19.9391518,4.34914682,3000,28300
19.9043989,4.34878565,3100,28300
19.869646,4.34843329,3200,28300
19.8348927,4.34808974,3300,28300
19.8001385,4.34775501,3400,28300
19.7653833,4.34742908,3500,28300
19.7306265,4.34711195,3600,28300
19.6958678,4.34680363,3700,28300
19.6611069,4.34650411,3800,28300
19.6263434,4.34621339,3900,28300
19.5919246,4.34593424,3999,28300
20.9833458,4.37957789,0,28400
20.9484218,4.37894896,100,28400
20.9135088,4.37832911,200,28400
20.8786064,4.37771835,300,28400
20.8437143,4.37711664,400,28400
20.8088322,4.37652398,500,28400
20.7739595,4.37594035,600,28400
20.7390961,4.37536573,700,28400
20.7042414,4.37480013,800,28400
20.6693951,4.37424352,900,28400
20.6345569,4.37369589,1000,28400
20.5997263,4.37315722,1100,28400
20.564903,4.37262752,1200,28400
20.5300867,4.37210676,1300,28400
20.4952769,4.37159494,1400,28400
20.4604733,4.37109205,1500,28400
20.4256756,4.37059808,1600,28400
20.3908832,4.37011301,1700,28400
20.356096,4.36963684,1800,28400
20.3213135,4.36916956,1900,28400
20.2865353,4.36871116,2000,28400
20.2517611,4.36826163,2100,28400
20.2169905,4.36782097,2200,28400
20.1822232,4.36738917,2300,28400
20.1474587,4.36696622,2400,28400
20.1126968,4.36655211,2500,28400
20.077937,4.36614685,2600,28400
20.043179,4.36575042,2700,28400
20.0084224,4.36536281,2800,28400
19.9736668,4.36498404,2900,28400
19.9389119,4.36461408,3000,28400
19.9041574,4.36425293,3100,28400
19.8694028,4.3639006,3200,28400
19.8346477,4.36355707,3300,28400
19.7998919,4.36322235,3400,28400
19.765135,4.36289642,3500,28400
19.7303765,4.3625793,3600,28400
19.6956161,4.36227098,3700,28400
19.6608535,4.36197145,3800,28400
19.6260883,4.36168071,3900,28400
19.5916678,4.36140155,3999,28400
20.9831687,4.39503144,0,28500
20.9482431,4.39440281,100,28500
20.9133285,4.39378327,200,28500
20.8784245,4.39317279,300,28500
20.8435309,4.39257137,400,28500
20.8086472,4.39197899,500,28500
20.773773,4.39139563,600,28500
20.7389079,4.39082129,700,28500
20.7040516,4.39025595,800,28500
20.6692038,4.3896996,900,28500
20.6343639,4.38915222,1000,28500
20.5995318,4.38861381,1100,28500
20.5647069,4.38808435,1200,28500
20.529889,4.38756383,1300,28500
20.4950776,4.38705225,1400,28500
20.4602724,4.38654958,1500,28500
20.425473,4.38605583,1600,28500
20.3906791,4.38557098,1700,28500
20.3558903,4.38509502,1800,28500
20.3211061,4.38462794,1900,28500
20.2863263,4.38416974,2000,28500
20.2515505,4.38372041,2100,28500
20.2167783,4.38327994,2200,28500
20.1820093,4.38284833,2300,28500
20.1472433,4.38242556,2400,28500
20.1124797,4.38201163,2500,28500
20.0777182,4.38160653,2600,28500
20.0429586,4.38121027,2700,28500
20.0082003,4.38082282,2800,28500
19.9734431,4.3804442,2900,28500
19.9386866,4.38007438,3000,28500
19.9039304,4.37971338,3100,28500
19.8691741,4.37936119,3200,28500
19.8344174,4.37901779,3300,28500
19.7996599,4.3786832,3400,28500
19.7649013,4.3783574,3500,28500
19.7301412,4.37804039,3600,28500
19.6953791,4.37773218,3700,28500
19.6606149,4.37743276,3800,28500
19.625848,4.37714213,3900,28500
19.5914258,4.37686306,3999,28500
20.9829755,4.41049644,0,28600
20.9480483,4.40986802,100,28600
20.9131321,4.40924868,200,28600
20.8782266,4.4086384,300,28600
20.8433314,4.40803717,400,28600
20.808446,4.40744497,500,28600
20.7735702,4.4068618,600,28600
20.7387036,4.40628763,700,28600
20.7038457,4.40572246,800,28600
20.6689962,4.40516627,900,28600
20.6341548,4.40461905,1000,28600
20.599321,4.40408079,1100,28600
20.5644946,4.40355148,1200,28600
20.529675,4.4030311,1300,28600
20.494862,4.40251965,1400,28600
20.4600552,4.40201712,1500,28600
20.4252542,4.40152349,1600,28600
20.3904586,4.40103876,1700,28600
20.3556682,4.40056292,1800,28600
20.3208824,4.40009595,1900,28600
20.286101,4.39963786,2000,28600
20.2513235,4.39918863,2100,28600
20.2165496,4.39874826,2200,28600
20.181779,4.39831673,2300,28600
20.1470113,4.39789404,2400,28600
20.112246,4.39748019,2500,28600
20.0774829,4.39707517,2600,28600
20.0427216,4.39667897,2700,28600
20.0079617,4.39629159,2800,28600
19.9732028,4.39591303,2900,28600
19.9384446,4.39554327,3000,28600
19.9036867,4.39518232,3100,28600
19.8689287,4.39483016,3200,28600
19.8341704,4.39448681,3300,28600
19.7994112,4.39415224,3400,28600
19.7646509,4.39382647,3500,28600
19.729889,4.39350949,3600,28600
19.6951253,4.3932013,3700,28600
19.6603593,4.39290189,3800,28600
19.6255907,4.39261126,3900,28600
19.5911668,4.39233219,3999,28600
20.9827826,4.42596833,0,28700
20.9478539,4.42534005,100,28700
20.9129361,4.42472084,200,28700
20.878029,4.4241107,300,28700
20.8431321,4.42350959,400,28700
20.8082452,4.42291752,500,28700
20.7733678,4.42233446,600,28700
20.7384995,4.4217604,700,28700
20.70364,4.42119534,800,28700
20.6687889,4.42063925,900,28700
20.6339459,4.42009212,1000,28700
20.5991105,4.41955395,1100,28700
20.5642824,4.41902473,1200,28700
20.5294612,4.41850443,1300,28700
20.4946466,4.41799305,1400,28700
20.4598381,4.41749059,1500,28700
20.4250355,4.41699703,1600,28700
20.3902383,4.41651235,1700,28700
20.3554461,4.41603656,1800,28700
20.3206587,4.41556965,1900,28700
20.2858756,4.4151116,2000,28700
20.2510965,4.4146624,2100,28700
20.216321,4.41422206,2200,28700
20.1815487,4.41379056,2300,28700
20.1467793,4.4133679,2400,28700
20.1120124,4.41295407,2500,28700
20.0772476,4.41254906,2600,28700
20.0424846,4.41215287,2700,28700
20.007723,4.41176549,2800,28700
19.9729624,4.41138692,2900,28700
19.9382025,4.41101715,3000,28700
19.9034429,4.41065618,3100,28700
19.8686833,4.41030401,3200,28700
19.8339232,4.40996063,3300,28700
19.7991623,4.40962604,3400,28700
19.7644003,4.40930023,3500,28700
19.7296367,4.40898321,3600,28700
19.6948712,4.40867497,3700,28700
19.6601035,4.40837551,3800,28700
19.6253332,4.40808483,3900,28700
19.5909076,4.4078057,3999,28700
20.9825973,4.44142259,0,28800
20.947667,4.44079455,100,28800
20.9127476,4.44017558,200,28800
20.8778389,4.43956566,300,28800
20.8429405,4.43896478,400,28800
20.808052,4.43837292,500,28800
20.773173,4.43779008,600,28800
20.7383032,4.43721623,700,28800
20.7034421,4.43665136,800,28800
20.6685894,4.43609547,900,28800
20.6337448,4.43554854,1000,28800
20.5989078,4.43501055,1100,28800
20.5640781,4.43448151,1200,28800
20.5292553,4.43396138,1300,28800
20.494439,4.43345018,1400,28800
20.459629,4.43294788,1500,28800
20.4248247,4.43245447,1600,28800
20.3900259,4.43196995,1700,28800
20.3552321,4.43149431,1800,28800
20.3204431,4.43102754,1900,28800
20.2856584,4.43056963,2000,28800
20.2508776,4.43012057,2100,28800
20.2161005,4.42968035,2200,28800
20.1813266,4.42924898,2300,28800
20.1465555,4.42882643,2400,28800
20.1117869,4.42841271,2500,28800
20.0770205,4.4280078,2600,28800
20.0422559,4.42761171,2700,28800
20.0074926,4.42722443,2800,28800
19.9727304,4.42684595,2900,28800
19.9379688,4.42647627,3000,28800
19.9032076,4.42611538,3100,28800
19.8684463,4.42576328,3200,28800
